order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit
2449,Women,Training,SuperRep Go,nan,-1.0,3664.69,0.0,0.0,2025-02-03,Retail,Hyderabad,3114.9865
2450,Men,Basketball,Air Jordan,12,2.0,7520.63,0.0,15041.26,2025-07-19,Online,Kolkata,2256.1890000000003
2451,Kids,Soccer,Premier III,nan,2.0,6039.8633948635625,0.54,5556.674323274477,2023-11-04,Online,Mumbai,-4711.09344799358
2452,Men,Lifestyle,Dunk Low,XL,2.0,8780.66,0.0,17561.32,2024-10-12,Online,Bangalore,2634.1980000000003
2453,Women,Running,React Infinity,M,2.0,9344.52,0.0,18689.04,2024-10-12,Online,Pune,2803.356
2454,Women,Soccer,Tiempo Legend,XL,2.0,6039.8633948635625,0.19,9784.578699678972,2025-02-25,Online,Bangalore,-483.1890715890841
2455,Women,Training,Metcon 7,nan,2.0,4071.46,0.0,8142.92,2025-03-22,Retail,Delhi,1221.438
2456,Women,Soccer,Premier III,M,0.0,4254.68,0.0,0.0,2025-03-15,Retail,Kolkata,0.0
2457,Women,Soccer,Mercurial Superfly,nan,0.0,8206.22,0.0,0.0,2025-04-03,Retail,Bangalore,0.0
2458,Kids,Soccer,Phantom GT,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2023-12-20,Retail,Pune,1811.9590184590688
2459,Kids,Basketball,Air Jordan,M,2.0,3572.52,0.0,7145.04,2024-04-20,Retail,Kolkata,1071.7560000000003
2460,Women,Basketball,Zoom Freak,XL,2.0,5482.96,0.35,7127.85,2024-11-04,Online,Kolkata,-2193.181999999999
2461,Women,Basketball,LeBron 20,L,2.0,3939.92,0.63,2915.5408,2024-10-12,Online,Pune,-3782.3232
2462,Men,Basketball,Zoom Freak,8,2.0,4468.7,0.49,4558.074,2025-01-23,Retail,Pune,-3038.7159999999994
2037,Women,Running,React Infinity,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-04,Online,Delhi,1811.9590184590688
2464,Women,Lifestyle,Blazer Mid,XL,3.0,2699.59,0.0,8098.77,2024-06-30,Retail,Hyderabad,1214.8155000000006
2465,Kids,Lifestyle,Blazer Mid,7,1.0,7814.02,0.0,7814.02,2025-03-22,Retail,Pune,1172.103
2466,Women,Soccer,Mercurial Superfly,nan,-1.0,6569.65,0.0,0.0,2025-07-05,Retail,Pune,5584.202499999999
2467,Kids,Training,SuperRep Go,M,1.0,8484.82,0.0,8484.82,2023-11-05,Online,Mumbai,1272.723
2468,Women,Soccer,Phantom GT,7,0.0,6012.23,0.62,0.0,2024-10-26,Retail,Bengaluru,0.0
2469,Men,Training,Metcon 7,XL,4.0,6039.8633948635625,1.08,-1932.7562863563417,2025-05-21,Retail,Mumbai,-18604.10832861797
2470,Men,Soccer,Mercurial Superfly,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-07-11,Online,Delhi,1811.9590184590688
2471,Men,Basketball,Kyrie Flytrap,L,2.0,4527.64,0.0,9055.28,2024-10-12,Retail,Pune,1358.2920000000004
2472,Men,Basketball,LeBron 20,L,2.0,2255.65,0.0,4511.3,2025-04-05,Online,Mumbai,676.6950000000002
2473,Men,Training,ZoomX Invincible,nan,2.0,8752.02,0.0,17504.04,2024-10-12,Retail,Pune,2625.606
2474,Kids,Training,Metcon 7,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-12-21,Retail,Delhi,1811.9590184590688
2475,Men,Running,Free RN,L,2.0,6039.8633948635625,1.06,-724.7836073836281,2025-01-07,Online,Bengaluru,-10992.551378651684
2476,Men,Soccer,Premier III,M,2.0,6039.8633948635625,1.09,-1087.1754110754423,2024-10-12,Retail,Pune,-11354.9431823435
2477,Women,Training,ZoomX Invincible,M,2.0,5923.67,0.0,11847.34,2024-09-30,Online,Hyderbad,1777.1010000000006
2478,Women,Soccer,Mercurial Superfly,nan,2.0,6039.8633948635625,0.62,4590.296180096308,2025-12-05,Online,Pune,-5677.4715911717485
2479,Women,Running,Air Zoom,nan,2.0,2708.99,0.0,5417.98,2024-10-12,Online,Delhi,812.6970000000001
2480,Men,Basketball,Kyrie Flytrap,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-08-20,Retail,Pune,1811.9590184590688
2481,Women,Soccer,Premier III,7,1.0,9145.37,0.07,8505.19,2025-04-17,Online,Pune,731.6255000000001
2482,Men,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-09-14,Online,Mumbai,1811.9590184590688
2483,Kids,Running,Free RN,nan,-1.0,6039.8633948635625,0.0,0.0,2025-05-17,Retail,Delhi,5133.883885634028
2484,Men,Soccer,Mercurial Superfly,10,2.0,5308.26,1.03,-318.4956000000003,2025-10-05,Retail,Bangalore,-9342.5376
2485,Kids,Running,Air Zoom,M,2.0,9307.2,0.0,18614.4,2024-12-17,Online,Hyderabad,2792.16
2486,Kids,Soccer,Mercurial Superfly,M,2.0,6039.8633948635625,0.33,8093.416949117172,2024-10-12,Retail,Hyd,-2174.350822150884
2487,Men,Running,Air Zoom,L,3.0,5881.13,0.8,3528.68,2025-03-31,Online,Hyderbad,-11468.2015
2488,Kids,Running,Free RN,6,4.0,6387.51,0.0,25550.04,2024-10-12,Retail,Kolkata,3832.506000000001
2489,Men,Lifestyle,Air Force 1,nan,4.0,6039.8633948635625,0.18,19810.75193515249,2024-02-10,Retail,Hyderbad,-724.7836073836261
2490,Women,Soccer,Premier III,L,3.0,5015.19,0.75,3761.39,2024-11-26,Online,Hyderbad,-9027.3445
2491,Kids,Soccer,Phantom GT,M,2.0,8998.44,0.0,17996.88,2025-05-28,Online,Bengaluru,2699.532000000001
2492,Kids,Basketball,LeBron 20,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Kolkata,1811.9590184590688
2493,Women,Soccer,Premier III,nan,3.0,6042.94,0.0,18128.82,2024-11-26,Retail,Kolkata,2719.3230000000003
2494,Kids,Lifestyle,Dunk Low,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-11-20,Retail,Mumbai,1811.9590184590688
2495,Kids,Basketball,LeBron 20,nan,3.0,6039.8633948635625,1.11,-1993.1549203049772,2025-01-20,Retail,Bangalore,-17394.806577207062
2496,Kids,Running,React Infinity,M,2.0,4110.72,0.32,5590.58,2024-12-24,Retail,Bengaluru,-1397.6440000000002
2497,Kids,Basketball,Air Jordan,XL,1.0,6039.8633948635625,0.0,6039.8633948635625,2023-11-29,Online,Mumbai,905.9795092295344
2498,Kids,Training,ZoomX Invincible,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-01-06,Retail,Pune,1811.9590184590688
2499,Women,Soccer,Premier III,L,2.0,8347.87,0.0,16695.74,2024-06-07,Retail,Hyderbad,2504.361000000001
2500,Kids,Running,Pegasus Turbo,nan,2.0,6039.8633948635625,0.99,120.79726789727135,2025-07-06,Online,Bengaluru,-10146.970503370783
2501,Women,Lifestyle,Air Force 1,L,2.0,6453.36,0.0,12906.72,2025-04-06,Retail,Kolkata,1936.008
2502,Women,Basketball,Kyrie Flytrap,M,0.0,6039.8633948635625,0.0,0.0,2023-09-10,Retail,Mumbai,0.0
2503,Women,Training,ZoomX Invincible,XL,-1.0,6039.8633948635625,0.0,0.0,2025-01-20,Online,Bangalore,5133.883885634028
2504,Men,Basketball,Zoom Freak,nan,3.0,6039.8633948635625,0.0,18119.59018459069,2024-10-12,Online,Hyderbad,2717.938527688604
2505,Women,Running,Free RN,9,2.0,6039.8633948635625,1.11,-1328.769946869985,2025-03-07,Online,Bengaluru,-11596.53771813804
2506,Men,Training,SuperRep Go,nan,2.0,2225.73,0.0,4451.46,2025-05-27,Online,Delhi,667.719
2507,Men,Soccer,Phantom GT,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-03-13,Retail,Hyderbad,1811.9590184590688
2508,Kids,Soccer,Premier III,XL,1.0,6039.8633948635625,1.16,-966.3781431781696,2024-10-12,Retail,Kolkata,-6100.262028812198
2509,Men,Running,React Infinity,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-11-23,Online,Bengaluru,1811.9590184590688
2510,Kids,Running,React Infinity,nan,0.0,2186.9894000000004,0.36,0.0,2024-10-12,Online,Mumbai,0.0
2511,Men,Running,Pegasus Turbo,nan,-1.0,6310.25,0.1,-2960.1968,2025-02-13,Online,Bangalore,-315.5174999999999
2512,Men,Training,Metcon 7,M,2.0,6110.96,0.0,12221.92,2024-10-12,Online,Kolkata,1833.2880000000005
2513,Women,Basketball,Zoom Freak,XL,4.0,9804.641399999999,0.0,29462.946199999966,2024-10-11,Online,Pune,5909.279999999999
2514,Kids,Basketball,Air Jordan,M,1.0,6039.8633948635625,0.0,6039.8633948635625,2025-05-26,Online,Bengaluru,905.9795092295344
2515,Women,Training,SuperRep Go,nan,1.0,7532.24,0.0,7532.24,2024-10-12,Retail,Pune,1129.8360000000002
2516,Kids,Running,React Infinity,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-01-21,Online,Pune,1811.9590184590688
2517,Men,Lifestyle,Air Force 1,7,1.0,3059.89,0.0,3059.89,2024-10-12,Online,Hyderbad,458.9834999999998
2518,Women,Basketball,Air Jordan,L,2.0,6039.8633948635625,1.03,-362.39180369181406,2024-07-03,Retail,Delhi,-10630.159574959873
2519,Women,Running,React Infinity,L,2.0,9701.72,0.0,19403.44,2024-11-10,Online,Hyd,2910.516
2520,Kids,Soccer,Mercurial Superfly,nan,2.0,6039.8633948635625,0.14,10388.565039165327,2025-09-05,Online,Bengaluru,120.797267897271
2521,Kids,Lifestyle,Blazer Mid,M,4.0,3645.35,0.0,14581.4,2024-09-25,Online,Kolkata,2187.210000000001
2522,Men,Running,Pegasus Turbo,XL,4.0,6243.91,0.0,24975.64,2024-02-13,Retail,Kolkata,3746.346000000002
2523,Men,Basketball,LeBron 20,M,2.0,7007.6,0.0,14015.2,2024-07-08,Retail,Kolkata,2102.2800000000007
2524,Women,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-11-21,Online,Kolkata,1811.9590184590688
2525,Women,Training,Metcon 7,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-02-18,Retail,Kolkata,1811.9590184590688
2526,Kids,Lifestyle,Waffle One,10,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-08-01,Retail,Hyderabad,905.9795092295344
2527,Men,Lifestyle,Air Force 1,XL,2.0,7408.91,0.0,14817.82,2024-03-18,Online,Delhi,2222.6730000000007
2528,Women,Training,ZoomX Invincible,11,2.0,6039.8633948635625,0.0,12079.726789727123,2025-10-06,Online,Delhi,1811.9590184590688
2529,Men,Running,React Infinity,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Kolkata,1811.9590184590688
2530,Women,Lifestyle,Dunk Low,M,2.0,4357.79,0.0,8715.58,2025-02-27,Retail,Mumbai,1307.3370000000004
2531,Men,Soccer,Premier III,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-09-04,Online,Hyderabad,1811.9590184590688
2532,Men,Soccer,Tiempo Legend,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-04-17,Retail,Bangalore,1811.9590184590688
2533,Women,Training,Flex Trainer,L,2.0,6039.8633948635625,1.02,-241.5945357945427,2024-01-31,Online,Mumbai,-10509.362307062598
2534,Women,Training,SuperRep Go,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Pune,1811.9590184590688
2535,Men,Soccer,Tiempo Legend,XL,2.0,2786.84,0.21,4403.21,2025-01-25,Online,Mumbai,-334.41799999999967
2536,Kids,Running,Air Zoom,M,2.0,2221.78,0.55,1999.602,2024-02-10,Retail,Delhi,-1777.4240000000002
2537,Women,Lifestyle,Waffle One,M,2.0,6039.8633948635625,0.0,12079.726789727123,2025-05-30,Retail,Bangalore,1811.9590184590688
2538,Men,Lifestyle,Waffle One,nan,2.0,9701.24,0.0,19402.48,2024-10-06,Retail,Kolkata,2910.3719999999994
2539,Women,Running,Free RN,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-02-26,Online,Bengaluru,1811.9590184590688
2540,Women,Lifestyle,Air Force 1,L,2.0,8794.64,0.0,17589.28,2025-01-09,Online,Mumbai,2638.392
2541,Kids,Running,React Infinity,M,2.0,6039.8633948635625,0.0,12079.726789727123,2025-05-19,Retail,Mumbai,1811.9590184590688
2542,Kids,Running,React Infinity,XL,2.0,6039.8633948635625,0.18,9905.375967576245,2024-10-12,Retail,Hyderabad,-362.391803691813
2543,Women,Lifestyle,Waffle One,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Hyd,1811.9590184590688
2544,Men,Training,ZoomX Invincible,L,2.0,8856.07,0.0,17712.14,2024-10-12,Online,Bangalore,2656.821
2545,Men,Training,Metcon 7,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-04-26,Retail,Bangalore,1811.9590184590688
2546,Kids,Training,ZoomX Invincible,XL,2.0,5179.57,0.0,10359.14,2024-03-10,Retail,Bangalore,1553.871000000001
2547,Women,Soccer,Mercurial Superfly,M,1.0,3068.13,0.0,3068.13,2025-08-07,Retail,Kolkata,460.21950000000015
2548,Kids,Running,Pegasus Turbo,L,2.0,9557.0,0.0,19114.0,2025-04-23,Online,Delhi,2867.1000000000004
2549,Men,Training,Flex Trainer,XL,2.0,4366.09,0.0,8732.18,2024-10-12,Retail,Delhi,1309.8270000000002
2550,Men,Soccer,Premier III,XL,1.0,6121.21,0.05,5815.15,2023-09-08,Online,Kolkata,612.1214999999993
2551,Men,Training,ZoomX Invincible,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Mumbai,1811.9590184590688
2552,Women,Soccer,Premier III,10,1.0,6039.8633948635625,0.41,3563.519402969502,2025-03-05,Retail,Hyderbad,-1570.364482664526
2553,Kids,Basketball,Kyrie Flytrap,nan,2.0,6708.16,0.0,13416.32,2025-02-24,Online,Delhi,2012.4480000000003
2554,Women,Training,Flex Trainer,M,1.0,6755.56,0.0,6755.56,2025-01-13,Retail,Bengaluru,1013.3339999999998
2555,Women,Basketball,Kyrie Flytrap,7,2.0,2685.95,0.0,5371.9,2024-10-12,Retail,Hyderabad,805.7849999999999
2556,Kids,Lifestyle,Air Force 1,10,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-10-12,Retail,Kolkata,905.9795092295344
2557,Men,Basketball,LeBron 20,M,3.0,6039.8633948635625,0.0,18119.59018459069,2024-09-11,Retail,Kolkata,2717.938527688604
2558,Kids,Basketball,Kyrie Flytrap,L,-1.0,3134.87,0.0,0.0,2024-10-12,Online,Mumbai,2664.6395
2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,0.0,18035.52,2025-02-10,Online,Kolkata,2705.3279999999995
2560,Kids,Basketball,Zoom Freak,M,2.0,6039.8633948635625,0.0,12079.726789727123,2025-01-16,Retail,Delhi,1811.9590184590688
2561,Women,Soccer,Tiempo Legend,XL,2.0,3642.21,0.0,7284.42,2024-03-25,Online,Bengaluru,1092.6630000000005
2562,Kids,Training,ZoomX Invincible,L,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-12-21,Retail,Mumbai,905.9795092295344
2563,Men,Soccer,Mercurial Superfly,M,2.0,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,-7365.815
2564,Women,Basketball,LeBron 20,M,2.0,6039.8633948635625,0.72,3382.323501123595,2023-08-07,Online,Delhi,-6885.4442701444605
2565,Women,Lifestyle,Dunk Low,XL,4.0,3028.41,0.0,12113.64,2024-09-18,Online,Mumbai,1817.0460000000005
2029,Women,Running,React Infinity,nan,2.0,7518.66,0.0,15037.32,2024-12-16,Retail,Kolkata,2255.598
2567,Women,Running,Air Zoom,M,3.0,6039.8633948635625,0.0,18119.59018459069,2024-09-15,Online,Pune,2717.938527688604
2030,Women,Soccer,Mercurial Superfly,nan,2.0,2298.45,0.0,4596.9,2024-12-09,Retail,Kolkata,689.5349999999999
2569,Women,Basketball,Air Jordan,L,2.0,9605.11,0.88,2305.23,2024-08-24,Online,Hyderbad,-14023.457
2570,Men,Basketball,Air Jordan,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-03-22,Online,Bengaluru,1811.9590184590688
2571,Kids,Soccer,Phantom GT,6,2.0,4728.95,0.0,9457.9,2023-11-28,Retail,Mumbai,1418.6850000000004
2572,Men,Lifestyle,Waffle One,XL,-1.0,2729.99,0.76,-655.2,2024-01-31,Retail,Pune,1665.2914999999996
2573,Men,Soccer,Premier III,nan,2.0,6039.8633948635625,0.75,3019.931697431781,2024-08-29,Online,Delhi,-7247.836073836275
2574,Women,Soccer,Tiempo Legend,nan,2.0,3502.97,0.0,7005.94,2024-09-19,Retail,Delhi,1050.8910000000003
2575,Men,Training,Metcon 7,XL,2.0,3582.67,0.0,7165.34,2025-07-03,Online,Hyderbad,1074.8010000000004
2576,Kids,Running,Pegasus Turbo,10,2.0,9134.77,0.0,18269.54,2025-01-04,Online,Pune,2740.4310000000005
2577,Women,Running,Air Zoom,L,-1.0,5545.52,0.0,0.0,2023-11-16,Retail,Mumbai,4713.692
2578,Men,Lifestyle,Blazer Mid,9,2.0,6039.8633948635625,0.0,12079.726789727123,2025-05-10,Retail,Bengaluru,1811.9590184590688
2579,Kids,Lifestyle,Dunk Low,7,3.0,9541.83,0.0,28625.49,2024-07-26,Online,Delhi,4293.823499999999
2580,Kids,Training,Flex Trainer,M,1.0,2749.79,0.0,2749.79,2024-06-12,Retail,Kolkata,412.4685
2581,Kids,Running,Free RN,10,0.0,6039.8633948635625,0.53,0.0,2024-10-30,Online,Mumbai,0.0
2582,Men,Training,Metcon 7,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Kolkata,1811.9590184590688
2583,Men,Soccer,Tiempo Legend,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-09-03,Retail,Mumbai,1811.9590184590688
2584,Kids,Running,React Infinity,M,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Retail,Hyd,0.0
2585,Kids,Basketball,Kyrie Flytrap,nan,2.0,5066.14,1.12,-1215.8736000000013,2025-01-17,Retail,Kolkata,-9828.3116
2586,Men,Running,Air Zoom,L,2.0,6039.8633948635625,0.99,120.79726789727135,2024-11-24,Online,Mumbai,-10146.970503370783
2587,Women,Running,React Infinity,6,4.0,6039.8633948635625,0.37,15220.455755056177,2024-10-12,Online,Bengaluru,-5315.079787479936
2588,Kids,Basketball,LeBron 20,M,2.0,6039.8633948635625,0.0,12079.726789727123,2025-07-19,Online,Pune,1811.9590184590688
2589,Men,Training,Metcon 7,M,3.0,6039.8633948635625,0.0,18119.59018459069,2024-09-17,Online,Kolkata,2717.938527688604
2590,Men,Soccer,Premier III,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Bengaluru,1811.9590184590688
2591,Women,Training,SuperRep Go,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-21,Retail,Kolkata,1811.9590184590688
2592,Women,Lifestyle,Blazer Mid,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-13,Retail,Mumbai,1811.9590184590688
2593,Men,Lifestyle,Dunk Low,L,2.0,8747.18,0.0,17494.36,2025-01-04,Retail,Mumbai,2624.1540000000005
2594,Women,Training,ZoomX Invincible,XL,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderbad,-12393.167000000003
2595,Men,Basketball,LeBron 20,XL,0.0,6039.8633948635625,0.0,0.0,2024-02-23,Retail,Delhi,0.0
2030,Men,Soccer,Mercurial Superfly,M,-1.0,6039.8633948635625,0.7,0.0,2025-03-15,Online,Pune,5133.883885634028
2597,Kids,Running,Air Zoom,nan,3.0,3348.83,0.0,10046.49,2024-12-05,Online,Bangalore,1506.9735
2598,Women,Training,Metcon 7,8,2.0,9488.84,0.0,18977.68,2024-12-06,Retail,Bangalore,2846.652
2599,Kids,Training,Flex Trainer,12,4.0,6039.8633948635625,0.0,24159.45357945425,2024-10-12,Retail,Hyderbad,3623.9180369181377
2600,Kids,Lifestyle,Air Force 1,M,3.0,6039.8633948635625,0.0,18119.59018459069,2024-04-11,Online,Pune,2717.938527688604
2601,Women,Soccer,Tiempo Legend,XL,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-09-27,Retail,Delhi,905.9795092295344
2602,Kids,Running,Free RN,XL,2.0,3518.53,0.0,7037.06,2024-11-17,Online,Pune,1055.5590000000002
2603,Women,Running,Air Zoom,L,0.0,6039.8633948635625,0.0,0.0,2025-03-18,Online,Hyd,0.0
2047,Men,Soccer,Phantom GT,nan,4.0,6136.45,0.0,24545.8,2024-12-17,Online,Kolkata,3681.869999999999
2605,Kids,Lifestyle,Dunk Low,nan,-1.0,7206.45,0.0,0.0,2025-02-01,Online,Bengaluru,6125.4825
2606,Women,Lifestyle,Air Force 1,L,2.0,4040.65,0.0,8081.3,2025-06-04,Retail,Mumbai,1212.1950000000006
2607,Women,Basketball,LeBron 20,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2023-08-31,Online,Kolkata,1811.9590184590688
2608,Women,Lifestyle,Waffle One,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Kolkata,1811.9590184590688
2609,Kids,Soccer,Premier III,M,2.0,9649.28,0.0,19298.56,2025-04-26,Online,Bengaluru,2894.784
2610,Women,Lifestyle,Blazer Mid,M,2.0,8359.07,0.0,16718.14,2025-05-06,Online,Bangalore,2507.7209999999995
2033,Kids,Soccer,Mercurial Superfly,M,4.0,6039.8633948635625,0.0,24159.45357945425,2024-10-12,Retail,Pune,3623.9180369181377
2612,Women,Training,Flex Trainer,M,0.0,6039.8633948635625,0.0,0.0,2023-08-10,Retail,Mumbai,0.0
2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,2024-10-12,Retail,Delhi,-1574.9364999999998
2614,Women,Running,React Infinity,XL,2.0,2265.0,0.0,4530.0,2024-05-08,Retail,Bangalore,679.5
2615,Women,Soccer,Phantom GT,XL,3.0,3042.37,0.12,8031.86,2025-03-24,Online,Pune,273.8164999999999
2616,Men,Lifestyle,Waffle One,XL,2.0,6039.8633948635625,0.2,9663.7814317817,2024-06-07,Online,Kolkata,-603.9863394863551
2617,Kids,Soccer,Premier III,XL,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Online,Delhi,0.0
2618,Kids,Lifestyle,Dunk Low,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-23,Retail,Pune,1811.9590184590688
2619,Kids,Lifestyle,Waffle One,L,4.0,6039.8633948635625,0.65,8455.808752808987,2024-01-22,Online,Hyd,-12079.726789727123
2620,Kids,Training,Flex Trainer,XL,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Online,Hyd,0.0
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-8535.873499999998
2622,Kids,Lifestyle,Blazer Mid,M,2.0,8073.58,0.0,16147.16,2025-07-04,Online,Pune,2422.0740000000005
2623,Men,Running,Pegasus Turbo,L,2.0,4658.42,0.0,9316.84,2025-08-04,Retail,Mumbai,1397.5259999999998
2624,Men,Lifestyle,Blazer Mid,XL,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Retail,Bengaluru,0.0
2625,Kids,Training,Flex Trainer,M,-1.0,6815.44,0.0,0.0,2025-02-05,Online,Pune,5793.124
2626,Men,Running,Air Zoom,7,2.0,5550.99,0.0,11101.98,2025-04-21,Retail,Bengaluru,1665.2970000000005
2627,Women,Basketball,LeBron 20,7,2.0,6039.8633948635625,0.0,12079.726789727123,2023-12-31,Online,Delhi,1811.9590184590688
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,6039.8633948635625,0.44,13529.29400449438,2025-06-29,Retail,Pune,-7006.241538041732
2629,Kids,Lifestyle,Waffle One,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-23,Retail,Bangalore,1811.9590184590688
2630,Kids,Running,Pegasus Turbo,nan,2.0,5846.21,1.02,-233.85,2024-10-12,Online,Delhi,-10172.407
2631,Women,Basketball,Zoom Freak,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-03-16,Online,Kolkata,1811.9590184590688
2632,Men,Running,Pegasus Turbo,L,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,6303.53
2633,Kids,Basketball,Air Jordan,10,0.0,6039.8633948635625,0.71,0.0,2025-06-13,Online,Bengaluru,0.0
2634,Men,Lifestyle,Waffle One,nan,2.0,5815.75,0.0,11631.5,2024-08-22,Retail,Bengaluru,1744.7250000000004
2635,Women,Running,React Infinity,M,2.0,3934.22,0.0,7868.44,2024-02-28,Online,Kolkata,1180.2660000000003
2636,Men,Basketball,LeBron 20,11,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Bengaluru,1811.9590184590688
2637,Kids,Training,SuperRep Go,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-04-20,Retail,Hyd,1811.9590184590688
2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,5028.99,2024-01-22,Online,Pune,754.3485000000001
2639,Men,Lifestyle,Blazer Mid,XL,2.0,2597.93,0.0,5195.86,2025-06-25,Retail,Pune,779.3789999999999
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0.0,15800.04,2024-02-08,Online,Bangalore,2370.006000000001
2641,Men,Running,React Infinity,nan,2.0,2890.77,0.0,5781.54,2024-11-27,Online,Bengaluru,867.2309999999998
2642,Women,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-05-17,Retail,Pune,1811.9590184590688
2643,Men,Soccer,Mercurial Superfly,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-04-17,Retail,Mumbai,1811.9590184590688
2644,Men,Training,SuperRep Go,M,1.0,2640.04,0.0,2640.04,2024-10-12,Retail,Bengaluru,396.0059999999999
2022,Kids,Training,ZoomX Invincible,L,3.0,6039.8633948635625,0.0,18119.59018459069,2024-11-27,Retail,Mumbai,2717.938527688604
2646,Men,Soccer,Premier III,XL,1.0,6039.8633948635625,0.89,664.3849734349918,2024-10-20,Retail,Kolkata,-4469.498912199037
2647,Women,Basketball,Zoom Freak,nan,4.0,6039.8633948635625,0.0,24159.45357945425,2024-10-12,Online,Mumbai,3623.9180369181377
2648,Men,Running,React Infinity,L,2.0,3477.49,0.54,3199.2908,2025-03-06,Retail,Delhi,-2712.4421999999995
2649,Women,Basketball,Kyrie Flytrap,L,2.0,6798.48,1.18,-2447.452799999999,2025-01-02,Retail,Mumbai,-14004.868799999998
2650,Men,Lifestyle,Blazer Mid,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2023-08-14,Retail,Bangalore,1811.9590184590688
2651,Kids,Basketball,Air Jordan,L,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-10-27,Online,Kolkata,905.9795092295344
2652,Women,Basketball,Air Jordan,nan,2.0,6039.8633948635625,1.08,-966.3781431781708,2025-10-04,Online,Delhi,-11234.145914446228
2653,Men,Running,Pegasus Turbo,M,2.0,6178.85,1.04,-494.3080000000005,2024-10-12,Online,Hyderabad,-10998.353
2654,Kids,Soccer,Tiempo Legend,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-07-21,Online,Bangalore,1811.9590184590688
2655,Kids,Training,SuperRep Go,10,2.0,4993.94,0.0,9987.88,2024-10-12,Retail,Mumbai,1498.1820000000007
2656,Women,Soccer,Premier III,M,1.0,5246.43,0.0,5246.43,2024-10-12,Retail,Bangalore,786.9645
2657,Kids,Running,Air Zoom,M,4.0,6039.8633948635625,0.0,24159.45357945425,2025-04-07,Online,Delhi,3623.9180369181377
